review,bigram,n,total
694,they too,1,866
694,they're not,1,866
694,this ends,1,866
694,through catching,1,866
694,through wells,1,866
694,time in,1,866
694,times colors,1,866
694,tint often,1,866
694,tinting at,1,866
694,to be,1,866
694,to beat,1,866
694,to blue,1,866
694,to create,1,866
694,to give,1,866
694,to know,1,866
694,to note,1,866
694,to one,1,866
694,to present,1,866
694,to read,1,866
694,to reddish,1,866
694,to resist,1,866
694,to see,1,866
694,to seek,1,866
694,to sepia,1,866
694,to some,1,866
694,to take,1,866
694,to their,1,866
694,to what,1,866
694,too give,1,866
694,too precious,1,866
694,traveling about,1,866
694,typical of,1,866
694,unable to,1,866
694,unduly on,1,866
694,unfriendly to,1,866
694,up a,1,866
694,up competitors,1,866
694,use of,1,866
694,use standardized,1,866
694,using wells,1,866
694,utterly insufferable,1,866
694,vampires who,1,866
694,variations are,1,866
694,versions of,1,866
694,very abbreviated,1,866
694,very cleverly,1,866
694,very edge,1,866
694,very effective,1,866
694,very probably,1,866
694,victorian affliction,1,866
694,victorian dress,1,866
694,victory of,1,866
694,viewers may,1,866
694,viewers off,1,866
694,w bernard,1,866
694,want to,1,866
694,was supposed,1,866
694,washed out,1,866
694,way that,1,866
694,welcome detail,1,866
694,well known,1,866
694,wells adds,1,866
694,wells and,1,866
694,wells description,1,866
694,wells great,1,866
694,wells plot,1,866
694,wells story,1,866
694,wells terms,1,866
694,wells war,1,866
694,what they,1,866
694,what wells,1,866
694,when the,1,866
694,where the,1,866
694,where they,1,866
694,which didn't,1,866
694,which follows,1,866
694,which it,1,866
694,which they,1,866
694,white and,1,866
694,who consume,1,866
694,who has,1,866
694,who have,1,866
694,who revives,1,866
694,wholly distorted,1,866
694,widescreen aspect,1,866
694,winning performances,1,866
694,with regard,1,866
694,with the,1,866
694,woking england,1,866
694,word about,1,866
694,works in,1,866
694,world it,1,866
694,worlds and,1,866
694,worlds as,1,866
694,worlds this,1,866
694,wotw has,1,866
694,year 2005,1,866
694,year of,1,866
694,yet the,1,866
694,you most,1,866
694,you ought,1,866
694,you want,1,866
694,you'll see,1,866
698,66 then,1,152
698,a bad,1,152
698,a fan,1,152
698,a good,1,152
698,a magnificent,1,152
698,about how,1,152
698,action thriller,1,152
698,actually tells,1,152
698,admit that,1,152
698,all your,1,152
698,an action,1,152
698,and just,1,152
698,and remove,1,152
698,are you,1,152
698,attract new,1,152
698,awful movie,1,152
698,bad movie,1,152
698,became the,1,152
698,been better,1,152
698,better but,1,152
698,blaise movie,1,152
698,but a,1,152
698,but actually,1,152
698,but if,1,152
698,but when,1,152
698,by peter,1,152
698,cannot forget,1,152
698,close to,1,152
698,comes very,1,152
698,could have,1,152
698,down relax,1,152
698,enjoy that,1,152
698,expect an,1,152
698,expectations then,1,152
698,fan then,1,152
698,fans but,1,152
698,finally was,1,152
698,forget the,1,152
698,from 66,1,152
698,good modesty,1,152
698,have a,1,152
698,have been,1,152
698,her story,1,152
698,how modesty,1,152
698,i admit,1,152
698,in your,1,152
698,is it,1,152
698,is not,1,152
698,is there,1,152
698,is this,1,152
698,just enjoy,1,152
698,made by,1,152
698,magnificent movie,1,152
698,magnificent person,1,152
698,make modesty,1,152
698,modesty became,1,152
698,modesty blaise,1,152
698,modesty tell,1,152
698,movie from,1,152
698,movie if,1,152
698,movie so,1,152
698,movie which,1,152
698,new fans,1,152
698,not a,1,152
698,not only,1,152
698,notice that,1,152
698,o'donnell you,1,152
698,only tells,1,152
698,original made,1,152
698,person which,1,152
698,peter o'donnell,1,152
698,real tale,1,152
698,relax and,1,152
698,released a,1,152
698,remove all,1,152
698,she is,1,152
698,sit down,1,152
698,so are,1,152
698,some things,1,152
698,stop in,1,152
698,story but,1,152
698,story i,1,152
698,story is,1,152
698,story that,1,152
698,tale some,1,152
698,tell about,1,152
698,tell her,1,152
698,tell the,1,152
698,tells a,1,152
698,tells the,1,152
698,that comes,1,152
698,that the,1,152
698,the awful,1,152
698,the magnificent,1,152
698,the original,1,152
698,then is,1,152
698,then sit,1,152
698,then you,1,152
698,there released,1,152
698,there with,1,152
698,things could,1,152
698,this a,1,152
698,thriller but,1,152
698,to attract,1,152
698,to make,1,152
698,to the,1,152
698,track and,1,152
698,very close,1,152
698,was there,1,152
698,when you,1,152
698,which not,1,152
698,which she,1,152
698,will notice,1,152
698,with a,1,152
698,you a,1,152
698,you cannot,1,152
698,you expect,1,152
698,you have,1,152
698,you stop,1,152
698,you will,1,152
698,your expectations,1,152
698,your track,1,152
705,a blond,1,202
705,a car,1,202
705,a cow,1,202
705,a flick,1,202
705,a former,1,202
705,a minute,1,202
705,a tiny,1,202
705,a very,1,202
705,a way,1,202
705,about any,1,202
705,accidental killing,1,202
705,aliens and,1,202
705,all artistic,1,202
705,all creatures,1,202
705,all kinds,1,202
705,all the,1,202
705,all this,1,202
705,already married,1,202
705,am so,1,202
705,american small,1,202
705,among whom,1,202
705,an accidental,1,202
705,an american,1,202
705,and at,1,202
705,and in,1,202
705,and of,1,202
705,and sinister,1,202
705,any small,1,202
705,are most,1,202
705,arrives there,1,202
705,artistic properties,1,202
705,as he,1,202
705,as soon,1,202
705,at once,1,202
705,be the,1,202
705,because whenever,1,202
705,blond chick,1,202
705,both in,1,202
705,brain functioning,1,202
705,breaks loose,1,202
705,but is,1,202
705,but there,1,202
705,by oliver,1,202
705,car crash,1,202
705,chick who,1,202
705,come out,1,202
705,course as,1,202
705,cow both,1,202
705,crash directs,1,202
705,creatures most,1,202
705,dead to,1,202
705,dealer who,1,202
705,directs his,1,202
705,doctor who's,1,202
705,done time,1,202
705,down in,1,202
705,drug dealer,1,202
705,evil aliens,1,202
705,expressions and,1,202
705,facial expressions,1,202
705,falls in,1,202
705,flats and,1,202
705,flesh hungry,1,202
705,flick about,1,202
705,for an,1,202
705,for yourself,1,202
705,former doctor,1,202
705,functioning and,1,202
705,gets himself,1,202
705,ghosts are,1,202
705,handicap she,1,202
705,happens to,1,202
705,happy not,1,202
705,harmless in,1,202
705,has come,1,202
705,have never,1,202
705,he arrives,1,202
705,he meets,1,202
705,he must,1,202
705,hell breaks,1,202
705,her but,1,202
705,himself shot,1,202
705,his life,1,202
705,his steps,1,202
705,his wife,1,202
705,hungry zombies,1,202
705,i am,1,202
705,i'll just,1,202
705,i'm shown,1,202
705,in all,1,202
705,in an,1,202
705,in brain,1,202
705,in facial,1,202
705,in his,1,202
705,in love,1,202
705,in the,1,202
705,in this,1,202
705,is already,1,202
705,is populated,1,202
705,it is,1,202
705,it's slightly,1,202
705,just done,1,202
705,just tell,1,202
705,killing of,1,202
705,kinds of,1,202
705,know what,1,202
705,life seen,1,202
705,live in,1,202
705,loose he,1,202
705,love with,1,202
705,married to,1,202
705,meets a,1,202
705,minute gets,1,202
705,monsters among,1,202
705,most harmless,1,202
705,most resembles,1,202
705,movie a,1,202
705,movie for,1,202
705,must have,1,202
705,nearest small,1,202
705,never in,1,202
705,not dead,1,202
705,not to,1,202
705,of course,1,202
705,of his,1,202
705,of monsters,1,202
705,of u,1,202
705,oliver stone,1,202
705,once falls,1,202
705,pitifully not,1,202
705,populated with,1,202
705,purgatory flats,1,202
705,reminiscent of,1,202
705,resembles a,1,202
705,seen a,1,202
705,she is,1,202
705,shot pitifully,1,202
705,should watch,1,202
705,shown some,1,202
705,sinister ghosts,1,202
705,slightly reminiscent,1,202
705,small time,1,202
705,small towns,1,202
705,so happy,1,202
705,some small,1,202
705,soon as,1,202
705,states it,1,202
705,steps to,1,202
705,stone but,1,202
705,tell you,1,202
705,that it's,1,202
705,the hell,1,202
705,the movie,1,202
705,the nearest,1,202
705,the purgatory,1,202
705,the states,1,202
705,there all,1,202
705,there is,1,202
705,this movie,1,202
705,this you,1,202
705,time drug,1,202
705,time for,1,202
705,tiny handicap,1,202
705,to a,1,202
705,to be,1,202
705,to know,1,202
705,to live,1,202
705,to the,1,202
705,town because,1,202
705,town he,1,202
705,town in,1,202
705,towns which,1,202
705,turn by,1,202
705,u turn,1,202
705,very small,1,202
705,watch the,1,202
705,way down,1,202
705,what has,1,202
705,whenever i'm,1,202
705,which happens,1,202
705,who in,1,202
705,who out,1,202
705,who's just,1,202
705,whom flesh,1,202
705,wife in,1,202
705,with all,1,202
705,with her,1,202
705,you should,1,202
705,you that,1,202
705,yourself i'll,1,202
705,zombies evil,1,202
732,a beautiful,1,139
732,a bright,1,139
732,a cartoonish,1,139
732,a compelling,1,139
732,a complete,1,139
732,a movie,1,139
732,a story,1,139
732,a tiny,1,139
732,actual tough,1,139
732,all without,1,139
732,american tourister,1,139
732,an overdone,1,139
732,and beautiful,1,139
732,and casts,1,139
732,and did,1,139
732,and one,1,139
732,and unidentifiable,1,139
732,apology otherwise,1,139
732,as in,1,139
732,at in,1,139
732,awful jumble,1,139
732,beautiful bridge,1,139
732,beautiful crime,1,139
732,been brought,1,139
732,blue without,1,139
732,boss who,1,139
732,boys hit,1,139
732,bridge in,1,139
732,bright sky,1,139
732,brought in,1,139
732,carries a,1,139
732,cartoonish shadow,1,139
732,casts a,1,139
732,character or,1,139
732,characters one,1,139
732,clear motivation,1,139
732,cliché snapshots,1,139
732,coincidences and,1,139
732,compelling shot,1,139
732,complete american,1,139
732,crime boss,1,139
732,did so,1,139
732,diminutive and,1,139
732,except for,1,139
732,exception is,1,139
732,explanation or,1,139
732,film except,1,139
732,filmmaker wanted,1,139
732,for her,1,139
732,for one,1,139
732,from a,1,139
732,get cliché,1,139
732,guy persona,1,139
732,guys who,1,139
732,have been,1,139
732,having a,1,139
732,her nothing,1,139
732,hit the,1,139
732,in a,1,139
732,in ct,1,139
732,in particular,1,139
732,in to,1,139
732,instead of,1,139
732,intimidation over,1,139
732,is a,1,139
732,is the,1,139
732,it's standard,1,139
732,jumble of,1,139
732,line all,1,139
732,look at,1,139
732,make a,1,139
732,movie without,1,139
732,much startling,1,139
732,nothing much,1,139
732,of a,1,139
732,of characters,1,139
732,of intimidation,1,139
732,of them,1,139
732,of unlikely,1,139
732,one in,1,139
732,one of,1,139
732,one other,1,139
732,one shot,1,139
732,or apology,1,139
732,or clear,1,139
732,other exception,1,139
732,otherwise it's,1,139
732,over the,1,139
732,overdone tough,1,139
732,particular is,1,139
732,persona and,1,139
732,plot line,1,139
732,projects an,1,139
732,really awful,1,139
732,road and,1,139
732,set in,1,139
732,shadow of,1,139
732,shot of,1,139
732,shot when,1,139
732,sky blue,1,139
732,smallest from,1,139
732,snapshots instead,1,139
732,so really,1,139
732,standard visually,1,139
732,startling to,1,139
732,story to,1,139
732,suitcase as,1,139
732,tell and,1,139
732,the actual,1,139
732,the boys,1,139
732,the diminutive,1,139
732,the film,1,139
732,the road,1,139
732,the smallest,1,139
732,them carries,1,139
732,this filmmaker,1,139
732,tiny suitcase,1,139
732,to look,1,139
732,to make,1,139
732,to tell,1,139
732,to work,1,139
732,tough guy,1,139
732,tough guys,1,139
732,tourister set,1,139
732,unexplained coincidences,1,139
732,unidentifiable plot,1,139
732,unlikely unexplained,1,139
732,visually one,1,139
732,wanted to,1,139
732,we get,1,139
732,when the,1,139
732,who have,1,139
732,who projects,1,139
732,without character,1,139
732,without explanation,1,139
732,without having,1,139
732,work for,1,139
742,a book,1,354
742,a clergyman,1,354
742,a little,1,354
742,a load,1,354
742,a seedy,1,354
742,a silly,1,354
742,a sort,1,354
742,abbey looked,1,354
742,about her,1,354
742,adaptation but,1,354
742,added it,1,354
742,agree or,1,354
742,all had,1,354
742,all the,1,354
742,allen i,1,354
742,also gives,1,354
742,also seemed,1,354
742,although if,1,354
742,although it,1,354
742,and characters,1,354
742,and is,1,354
742,and lustful,1,354
742,and neither,1,354
742,and settings,1,354
742,and stuart,1,354
742,and the,1,354
742,and women,1,354
742,annoys me,1,354
742,anyway please,1,354
742,appear what,1,354
742,are added,1,354
742,are in,1,354
742,are just,1,354
742,are the,1,354
742,around the,1,354
742,as catherine,1,354
742,as elinor,1,354
742,as for,1,354
742,as he,1,354
742,as i,1,354
742,as isabella,1,354
742,as many,1,354
742,as mr,1,354
742,as mrs,1,354
742,aside i,1,354
742,asking elinor,1,354
742,asks i,1,354
742,atmospheric music,1,354
742,away from,1,354
742,background people,1,354
742,ballroom scene,1,354
742,ballroom scenes,1,354
742,bath are,1,354
742,bath scenes,1,354
742,bathe together,1,354
742,baths but,1,354
742,be although,1,354
742,be it's,1,354
742,beautiful i,1,354
742,being cut,1,354
742,being in,1,354
742,best performance,1,354
742,body how,1,354
742,book a,1,354
742,book adaptation,1,354
742,book but,1,354
742,book never,1,354
742,but did,1,354
742,but love,1,354
742,but not,1,354
742,but perhaps,1,354
742,but that,1,354
742,but then,1,354
742,but when,1,354
742,by hardy,1,354
742,calm response,1,354
742,can handle,1,354
742,can't help,1,354
742,cartwheeling page,1,354
742,catherine but,1,354
742,catherine is,1,354
742,catherine morland,1,354
742,catherine's dress,1,354
742,character portrayed,1,354
742,characters are,1,354
742,clergyman as,1,354
742,could see,1,354
742,cut from,1,354
742,dancing and,1,354
742,death she,1,354
742,did it,1,354
742,did not,1,354
742,did the,1,354
742,disagree with,1,354
742,dress in,1,354
742,each scene,1,354
742,elinor's calm,1,354
742,enjoyed the,1,354
742,especially liked,1,354
742,exceptional performance,1,354
742,first ballroom,1,354
742,firth as,1,354
742,for john,1,354
742,from a,1,354
742,from the,1,354
742,gave that,1,354
742,general tilney,1,354
742,give a,1,354
742,good but,1,354
742,googie withers,1,354
742,had their,1,354
742,handle scenes,1,354
742,hard to,1,354
742,hardy and,1,354
742,hate her,1,354
742,hats on,1,354
742,have watched,1,354
742,have you,1,354
742,he gives,1,354
742,he just,1,354
742,he should,1,354
742,help but,1,354
742,her cartwheeling,1,354
742,her mothers,1,354
742,her she,1,354
742,him being,1,354
742,hot baths,1,354
742,how did,1,354
742,how they,1,354
742,i can,1,354
742,i enjoyed,1,354
742,i especially,1,354
742,i feel,1,354
742,i hate,1,354
742,i have,1,354
742,i like,1,354
742,i quite,1,354
742,i suppose,1,354
742,imposing but,1,354
742,impression either,1,354
742,impression of,1,354
742,in bath,1,354
742,in each,1,354
742,in love,1,354
742,ingrid lacey,1,354
742,is asking,1,354
742,is her,1,354
742,is peculiar,1,354
742,is played,1,354
742,is stupid,1,354
742,isabella ingrid,1,354
742,it also,1,354
742,it appear,1,354
742,it as,1,354
742,it strays,1,354
742,it usually,1,354
742,it's hard,1,354
742,john thorpe,1,354
742,just how,1,354
742,just talks,1,354
742,lacey did,1,354
742,leering at,1,354
742,like it,1,354
742,like that,1,354
742,like the,1,354
742,liked catherine's,1,354
742,little you,1,354
742,load of,1,354
742,looked beautiful,1,354
742,looked suitably,1,354
742,love the,1,354
742,love with,1,354
742,lustful man,1,354
742,man perhaps,1,354
742,many times,1,354
742,marchioness i,1,354
742,me if,1,354
742,me the,1,354
742,men and,1,354
742,men perched,1,354
742,morland googie,1,354
742,mothers death,1,354
742,mr tilney,1,354
742,mrs allen,1,354
742,music and,1,354
742,neither is,1,354
742,never really,1,354
742,new scenes,1,354
742,nice the,1,354
742,northanger abbey,1,354
742,northanger story,1,354
742,not a,1,354
742,not exceptional,1,354
742,not give,1,354
742,not part,1,354
742,not the,1,354
742,notice that,1,354
742,of a,1,354
742,of good,1,354
742,of him,1,354
742,of rubbish,1,354
742,on but,1,354
742,or disagree,1,354
742,outfits looked,1,354
742,outside leering,1,354
742,page boy,1,354
742,part of,1,354
742,peculiar when,1,354
742,people are,1,354
742,perched around,1,354
742,perhaps not,1,354
742,perhaps this,1,354
742,peter firth,1,354
742,played reasonably,1,354
742,please tell,1,354
742,portrayed in,1,354
742,quite like,1,354
742,really bathe,1,354
742,really gave,1,354
742,reasonably well,1,354
742,response is,1,354
742,rubbish and,1,354
742,same in,1,354
742,saw the,1,354
742,say elinor's,1,354
742,scene but,1,354
742,scene where,1,354
742,scenes and,1,354
742,scenes being,1,354
742,scenes better,1,354
742,scenes in,1,354
742,scenes were,1,354
742,schlesinger gives,1,354
742,script is,1,354
742,see all,1,354
742,seedy and,1,354
742,seemed strange,1,354
742,she asks,1,354
742,she is,1,354
742,silly thing,1,354
742,some of,1,354
742,sort of,1,354
742,story and,1,354
742,strange that,1,354
742,strays away,1,354
742,stuart also,1,354
742,stupid too,1,354
742,style at,1,354
742,suitably imposing,1,354
742,suppose you,1,354
742,talks a,1,354
742,tell me,1,354
742,that aside,1,354
742,that impression,1,354
742,that the,1,354
742,that they,1,354
742,that you,1,354
742,the atmospheric,1,354
742,the background,1,354
742,the ballroom,1,354
742,the bath,1,354
742,the best,1,354
742,the body,1,354
742,the character,1,354
742,the dancing,1,354
742,the first,1,354
742,the hot,1,354
742,the impression,1,354
742,the marchioness,1,354
742,the northanger,1,354
742,the outfits,1,354
742,the outside,1,354
742,the same,1,354
742,the scene,1,354
742,the scenes,1,354
742,the script,1,354
742,the style,1,354
742,the time,1,354
742,the women,1,354
742,their hats,1,354
742,then the,1,354
742,they all,1,354
742,they are,1,354
742,they should,1,354
742,thing to,1,354
742,think of,1,354
742,this was,1,354
742,thorpe well,1,354
742,tilney about,1,354
742,tilney as,1,354
742,tilney he,1,354
742,tilney is,1,354
742,time the,1,354
742,times as,1,354
742,to say,1,354
742,to think,1,354
742,together like,1,354
742,ugh peter,1,354
742,usually annoys,1,354
742,very nice,1,354
742,was the,1,354
742,watched it,1,354
742,well by,1,354
742,well he,1,354
742,were very,1,354
742,what a,1,354
742,when catherine,1,354
742,when new,1,354
742,where they,1,354
742,with catherine,1,354
742,with me,1,354
742,withers gives,1,354
742,women it,1,354
742,women really,1,354
742,you agree,1,354
742,you can't,1,354
742,you could,1,354
742,you have,1,354
742,you notice,1,354
742,you saw,1,354
756,7 10,1,76
756,a disinterested,1,76
756,a long,1,76
756,a tragic,1,76
756,a well,1,76
756,about why,1,76
756,add to,1,76
756,and sacks,1,76
756,and sent,1,76
756,and the,1,76
756,at the,1,76
756,been avoided,1,76
756,begins with,1,76
756,boxes and,1,76
756,but i,1,76
756,by a,1,76
756,chopped off,1,76
756,complaints 7,1,76
756,could have,1,76
756,disinterested look,1,76
756,effects still,1,76
756,ending pluses,1,76
756,flashback about,1,76
756,followed by,1,76
756,gore but,1,76
756,guess they,1,76
756,have been,1,76
756,having people's,1,76
756,he's there,1,76
756,heads chopped,1,76
756,i guess,1,76
756,in boxes,1,76
756,life of,1,76
756,live followed,1,76
756,long flashback,1,76
756,look at,1,76
756,made run,1,76
756,mill movie,1,76
756,minuses the,1,76
756,moves begins,1,76
756,movie with,1,76
756,music a,1,76
756,no complaints,1,76
756,of policemen,1,76
756,of the,1,76
756,off and,1,76
756,people's heads,1,76
756,pluses the,1,76
756,policemen minuses,1,76
756,realistic effects,1,76
756,run of,1,76
756,sacks could,1,76
756,sent in,1,76
756,soorya struggling,1,76
756,still having,1,76
756,story moves,1,76
756,struggling to,1,76
756,the gore,1,76
756,the life,1,76
756,the mill,1,76
756,the music,1,76
756,the realistic,1,76
756,the story,1,76
756,the violence,1,76
756,the way,1,76
756,there the,1,76
756,they add,1,76
756,to live,1,76
756,to the,1,76
756,tragic ending,1,76
756,violence and,1,76
756,way the,1,76
756,well made,1,76
756,why he's,1,76
756,with a,1,76
756,with soorya,1,76
757,a consummate,1,141
757,a prime,1,141
757,a sad,1,141
757,abound sue's,1,141
757,about how,1,141
757,about this,1,141
757,alcoholic layabout,1,141
757,all levels,1,141
757,and i,1,141
757,and nasty,1,141
757,and or,1,141
757,are i've,1,141
757,are remotely,1,141
757,as desperately,1,141
757,as they,1,141
757,asian boyfriend,1,141
757,at a,1,141
757,at all,1,141
757,be capable,1,141
757,be expected,1,141
757,being a,1,141
757,bob but,1,141
757,both are,1,141
757,boyfriend but,1,141
757,briefly for,1,141
757,but even,1,141
757,but given,1,141
757,but no,1,141
757,cannot understand,1,141
757,capable of,1,141
757,care what,1,141
757,carping on,1,141
757,cartoon characters,1,141
757,characters abound,1,141
757,characters are,1,141
757,cheap and,1,141
757,comments made,1,141
757,consummate creep,1,141
757,creep like,1,141
757,desperately unattractive,1,141
757,didn't like,1,141
757,do why,1,141
757,domestic violence,1,141
757,don't understand,1,141
757,either rita,1,141
757,even he,1,141
757,ever got,1,141
757,example none,1,141
757,except briefly,1,141
757,expected to,1,141
757,father being,1,141
757,film at,1,141
757,film it,1,141
757,for sue's,1,141
757,foul mouthed,1,141
757,given that,1,141
757,got made,1,141
757,happens to,1,141
757,he then,1,141
757,how it,1,141
757,how realistic,1,141
757,i be,1,141
757,i cannot,1,141
757,i didn't,1,141
757,i don't,1,141
757,i've no,1,141
757,idea why,1,141
757,if that,1,141
757,irish father,1,141
757,is a,1,141
757,is cheap,1,141
757,is if,1,141
757,is true,1,141
757,it ever,1,141
757,it on,1,141
757,keep carping,1,141
757,layabout irish,1,141
757,levels and,1,141
757,like bob,1,141
757,like the,1,141
757,made about,1,141
757,many reviews,1,141
757,mouthed alcoholic,1,141
757,nasty on,1,141
757,no idea,1,141
757,no reason,1,141
757,none of,1,141
757,of domestic,1,141
757,of the,1,141
757,on about,1,141
757,on all,1,141
757,on film,1,141
757,on society,1,141
757,or sue,1,141
757,out to,1,141
757,positive comments,1,141
757,prime example,1,141
757,put it,1,141
757,realistic it,1,141
757,reason to,1,141
757,reflection on,1,141
757,remotely sympathetic,1,141
757,reviews keep,1,141
757,rita and,1,141
757,sad reflection,1,141
757,should i,1,141
757,so many,1,141
757,society but,1,141
757,sue would,1,141
757,sue's asian,1,141
757,sue's foul,1,141
757,sympathetic except,1,141
757,that is,1,141
757,that they,1,141
757,the characters,1,141
757,the film,1,141
757,the positive,1,141
757,them so,1,141
757,themselves at,1,141
757,then turns,1,141
757,they both,1,141
757,they do,1,141
757,this film,1,141
757,throw themselves,1,141
757,to be,1,141
757,to care,1,141
757,to put,1,141
757,to them,1,141
757,true it,1,141
757,turns out,1,141
757,unattractive as,1,141
757,understand how,1,141
757,understand the,1,141
757,violence as,1,141
757,what happens,1,141
757,why either,1,141
757,why should,1,141
757,would throw,1,141
762,12 year,1,194
762,a dead,1,194
762,a full,1,194
762,a gen,1,194
762,a guy,1,194
762,a man,1,194
762,about as,1,194
762,all this,1,194
762,although often,1,194
762,and glasses,1,194
762,and kennedy,1,194
762,and long,1,194
762,and pieces,1,194
762,and setting,1,194
762,and wearing,1,194
762,and wigs,1,194
762,answer to,1,194
762,around constantly,1,194
762,as a,1,194
762,as funny,1,194
762,asking do,1,194
762,bits and,1,194
762,bridal gown,1,194
762,bride done,1,194
762,camera tv,1,194
762,camera would,1,194
762,choppers and,1,194
762,claims to,1,194
762,classic candid,1,194
762,cod lying,1,194
762,comedy today,1,194
762,constantly asking,1,194
762,dead cod,1,194
762,do i,1,194
762,done up,1,194
762,example kennedy,1,194
762,fairly outlandish,1,194
762,false choppers,1,194
762,fat i,1,194
762,features a,1,194
762,fill out,1,194
762,for 12,1,194
762,for me,1,194
762,four scenarios,1,194
762,full bridal,1,194
762,funny as,1,194
762,gen x,1,194
762,gen y,1,194
762,get through,1,194
762,glasses and,1,194
762,god the,1,194
762,goes on,1,194
762,gown and,1,194
762,guy invite,1,194
762,has a,1,194
762,hats and,1,194
762,have his,1,194
762,have run,1,194
762,height of,1,194
762,his bits,1,194
762,his parents,1,194
762,his wedding,1,194
762,i look,1,194
762,i recognize,1,194
762,i think,1,194
762,immediately understand,1,194
762,in a,1,194
762,in fairly,1,194
762,in false,1,194
762,interesting situations,1,194
762,invite his,1,194
762,is about,1,194
762,is marrying,1,194
762,is this,1,194
762,ish answer,1,194
762,it all,1,194
762,it took,1,194
762,it was,1,194
762,jackass is,1,194
762,joke is,1,194
762,kennedy has,1,194
762,kennedy to,1,194
762,laugh thank,1,194
762,let them,1,194
762,long obviously,1,194
762,long wig,1,194
762,longer have,1,194
762,look fat,1,194
762,lying in,1,194
762,man who,1,194
762,marrying a,1,194
762,me it,1,194
762,mtv ish,1,194
762,my summary,1,194
762,no longer,1,194
762,not made,1,194
762,not very,1,194
762,obviously to,1,194
762,of comedy,1,194
762,often not,1,194
762,old pinheads,1,194
762,on way,1,194
762,one running,1,194
762,or four,1,194
762,or is,1,194
762,out time,1,194
762,outlandish although,1,194
762,parents immediately,1,194
762,parents to,1,194
762,people up,1,194
762,pieces problem,1,194
762,pinheads who,1,194
762,problem is,1,194
762,putting in,1,194
762,recognize the,1,194
762,run three,1,194
762,running around,1,194
762,says it,1,194
762,scenarios in,1,194
762,schtick goes,1,194
762,setting people,1,194
762,short lived,1,194
762,show features,1,194
762,situations example,1,194
762,so let,1,194
762,son is,1,194
762,summary says,1,194
762,sun candid,1,194
762,thank god,1,194
762,that gen,1,194
762,that the,1,194
762,the bride,1,194
762,the classic,1,194
762,the height,1,194
762,the joke,1,194
762,the parents,1,194
762,the sun,1,194
762,the time,1,194
762,their son,1,194
762,them laugh,1,194
762,think jackass,1,194
762,think my,1,194
762,this mtv,1,194
762,this one,1,194
762,this schtick,1,194
762,three or,1,194
762,through this,1,194
762,time and,1,194
762,time it,1,194
762,to fill,1,194
762,to get,1,194
762,to his,1,194
762,to no,1,194
762,to the,1,194
762,today so,1,194
762,too long,1,194
762,took kennedy,1,194
762,tv show,1,194
762,type putting,1,194
762,understand their,1,194
762,various hats,1,194
762,very interesting,1,194
762,was made,1,194
762,was not,1,194
762,was short,1,194
762,way too,1,194
762,wearing various,1,194
762,wedding kennedy,1,194
762,who claims,1,194
762,who think,1,194
762,wig the,1,194
762,wigs and,1,194
762,would have,1,194
762,x or,1,194
762,y type,1,194
762,year old,1,194
771,a glance,1,188
771,a much,1,188
771,about this,1,188
771,about yet,1,188
771,after two,1,188
771,also changed,1,188
771,am trying,1,188
771,an inflexible,1,188
771,and company,1,188
771,and distorted,1,188
771,and does,1,188
771,and most,1,188
771,angle but,1,188
771,animation but,1,188
771,animation style,1,188
771,animation used,1,188
771,anything like,1,188
771,as the,1,188
771,at once,1,188
771,at re,1,188
771,attempt at,1,188
771,be an,1,188
771,besides i,1,188
771,bizarre and,1,188
771,but it,1,188
771,but it's,1,188
771,but the,1,188
771,by then,1,188
771,can handle,1,188
771,casey kasem,1,188
771,changed the,1,188
771,classic mode,1,188
771,die as,1,188
771,distorted i,1,188
771,disturbing thing,1,188
771,does not,1,188
771,doo and,1,188
771,doo type,1,188
771,enjoying the,1,188
771,enough to,1,188
771,episodes by,1,188
771,ever sounded,1,188
771,evolve or,1,188
771,fan evolve,1,188
771,first most,1,188
771,following the,1,188
771,for other,1,188
771,formed a,1,188
771,formula used,1,188
771,from the,1,188
771,glance at,1,188
771,goes we'll,1,188
771,grew on,1,188
771,handle the,1,188
771,has ever,1,188
771,have formed,1,188
771,he has,1,188
771,how it,1,188
771,i am,1,188
771,i like,1,188
771,i'll have,1,188
771,i'm not,1,188
771,if you,1,188
771,imagining scooby,1,188
771,important and,1,188
771,incarnations of,1,188
771,inflexible nitpicking,1,188
771,is enough,1,188
771,is not,1,188
771,is squeaky,1,188
771,is the,1,188
771,is very,1,188
771,isn't following,1,188
771,it but,1,188
771,it looks,1,188
771,it surely,1,188
771,it's not,1,188
771,it's worth,1,188
771,jar one,1,188
771,kasem that,1,188
771,lack of,1,188
771,like he,1,188
771,like it,1,188
771,looks after,1,188
771,me this,1,188
771,menville is,1,188
771,might too,1,188
771,mode of,1,188
771,more episodes,1,188
771,more solid,1,188
771,most disturbing,1,188
771,most important,1,188
771,much more,1,188
771,nitpicking fan,1,188
771,not casey,1,188
771,not real,1,188
771,not sound,1,188
771,not sure,1,188
771,not to,1,188
771,of enjoying,1,188
771,of proper,1,188
771,of walking,1,188
771,on about,1,188
771,on me,1,188
771,once if,1,188
771,one out,1,188
771,or die,1,188
771,other wb,1,188
771,out of,1,188
771,outfit and,1,188
771,previous incarnations,1,188
771,previous scooby,1,188
771,proper shaggy,1,188
771,properly besides,1,188
